City,Datetime,TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive
Riyadh,16/12/2022 12:46,5,33,115,13.7,6,,
Riyadh,16/12/2022 13:46,6,57,197.6,39.4,11,,
Riyadh,16/12/2022 14:46,10,78,311.7,72.7,17,,
Riyadh,16/12/2022 15:46,13,127,508.1,105.1,17,,
Riyadh,16/12/2022 16:46,21,184,838.1,153.4,26,,
Riyadh,16/12/2022 17:01,22,207,937.6,162,25,,
Riyadh,16/12/2022 18:31,24,161,664.1,156.1,25,,
Riyadh,16/12/2022 19:01,24,160,656.4,121.9,23,,
Riyadh,16/12/2022 20:46,30,168,658.1,139.7,31,,
Riyadh,16/12/2022 21:01,28,176,613.3,140.7,34,,
Riyadh,16/12/2022 22:01,24,150,540.6,103.1,32,,
Riyadh,16/12/2022 23:31,23,116,380.3,94.1,18,,
Riyadh,17/12/2022 00:01,23,91,332.4,96.8,14,,
Riyadh,17/12/2022 01:01,17,67,228.2,50,23,,
Riyadh,17/12/2022 02:01,12,47,192.3,27.6,20,,
Riyadh,17/12/2022 03:01,7,29,105,13.5,25,,
Riyadh,17/12/2022 04:01,3,23,78.4,8.8,28,,
Riyadh,17/12/2022 05:01,1,12,39.6,4.9,24,,
Riyadh,17/12/2022 06:01,2,8,38.6,10.9,30,,
Riyadh,17/12/2022 07:01,2,13,46.6,11.6,34,,
Riyadh,17/12/2022 08:31,3,16,81.3,6.8,34,,
Riyadh,17/12/2022 09:46,7,43,149.4,29.4,34,,
Riyadh,17/12/2022 10:46,11,83,313,63,31,,
Riyadh,17/12/2022 11:01,11,89,333.6,66.7,26,,
Riyadh,17/12/2022 12:01,12,91,389.9,72.4,26,,
Riyadh,17/12/2022 13:31,12,77,242.6,55.9,20,,
Riyadh,17/12/2022 14:46,15,77,285.3,97.3,22,,
Riyadh,17/12/2022 15:46,22,155,685.7,182.9,24,,
Riyadh,17/12/2022 16:46,40,334,1379,317.4,37,,
Riyadh,17/12/2022 17:16,43,341,1528.5,360.2,39,,
Riyadh,17/12/2022 18:16,41,314,1339.9,315.1,40,,
Riyadh,17/12/2022 19:01,36,226,907.7,199.8,32,,
Riyadh,17/12/2022 20:46,31,215,803.5,178,28,,
Riyadh,17/12/2022 21:01,31,187,689.3,171.3,29,,
Riyadh,17/12/2022 22:01,28,172,574.6,152,24,,
Riyadh,17/12/2022 23:01,23,99,307.5,90.1,15,,
Riyadh,18/12/2022 00:01,17,47,149.5,50.1,11,,
Riyadh,18/12/2022 01:01,10,25,84.2,20.9,9,,
Riyadh,18/12/2022 02:01,5,22,75.4,9.2,5,,
Riyadh,18/12/2022 03:01,3,9,30.3,5.8,3,,
Riyadh,18/12/2022 04:01,1,5,15.1,3.3,1,,
Riyadh,18/12/2022 05:01,0,3,11.7,0.6,0,,
Riyadh,18/12/2022 06:46,6,25,95.9,33,25,,
Riyadh,18/12/2022 07:46,15,60,219.9,74.6,61,,
Riyadh,18/12/2022 08:01,16,63,242,88.6,66,,
Riyadh,18/12/2022 09:16,18,64,219.8,80.2,53,,
Riyadh,18/12/2022 10:01,18,76,283.1,101.3,42,,
Riyadh,18/12/2022 11:01,17,114,370.2,92,27,,
Riyadh,18/12/2022 12:01,17,100,369.9,97.5,30,,
Riyadh,18/12/2022 13:31,16,79,316.8,79.6,42,,
Riyadh,18/12/2022 14:46,26,173,691.3,198.4,47,,
Riyadh,18/12/2022 15:46,33,234,937,270.3,51,,
Riyadh,18/12/2022 16:46,57,443,2223.5,474.4,64,,
Riyadh,18/12/2022 17:31,70,534,2861.4,543.6,67,,
Riyadh,18/12/2022 18:01,71,547,2825.2,537.4,68,,
Riyadh,18/12/2022 19:01,40,137,527.5,142.1,57,,
Riyadh,18/12/2022 20:01,15,48,160,23.2,40,,
Riyadh,18/12/2022 21:46,19,93,281.7,82.3,31,,
Riyadh,18/12/2022 22:31,22,119,364.8,112.3,25,,
Riyadh,18/12/2022 23:01,18,68,204.7,55.6,18,,
Riyadh,19/12/2022 00:01,10,28,81.5,10.8,11,,
Riyadh,19/12/2022 01:16,6,13,41.4,10.8,6,,
Riyadh,19/12/2022 02:01,3,12,37.4,7,4,,
Riyadh,19/12/2022 03:01,1,5,20.4,2.9,2,,
Riyadh,19/12/2022 04:01,0,6,21.7,2.4,0,,
Riyadh,19/12/2022 05:01,0,4,19.9,0.9,0,,
Riyadh,19/12/2022 06:46,23,161,632.8,175.4,26,,
Riyadh,19/12/2022 07:46,52,295,1454.7,308.1,61,,
Riyadh,19/12/2022 08:01,54,253,1307.7,292.9,63,,
Riyadh,19/12/2022 09:01,39,150,701.5,173.8,50,,
Riyadh,19/12/2022 10:01,28,130,540.1,123.8,38,,
Riyadh,19/12/2022 11:46,21,123,452.7,128.2,25,,
Riyadh,19/12/2022 12:46,24,214,842.5,161,28,,
Riyadh,19/12/2022 13:46,34,265,1176.6,222.8,38,,
Riyadh,19/12/2022 14:46,43,244,1431.4,303,46,,
Riyadh,19/12/2022 15:46,50,303,1561.7,363,52,,
Riyadh,19/12/2022 16:46,62,426,2388,466,66,,
Riyadh,19/12/2022 17:16,63,470,2562.5,459.5,70,,
Riyadh,19/12/2022 18:01,59,375,1831.5,390.1,69,,
Riyadh,19/12/2022 19:01,45,244,1029.4,227.2,58,,
Riyadh,19/12/2022 20:01,32,239,854.9,172.3,43,,
Riyadh,19/12/2022 21:01,26,149,516.5,108.5,33,,
Riyadh,19/12/2022 22:01,22,103,312.5,86,25,,
Riyadh,19/12/2022 23:01,16,59,206.5,38.5,18,,
Riyadh,20/12/2022 00:01,10,35,117.8,15.8,11,,
Riyadh,20/12/2022 01:01,5,25,76.3,9.4,6,,
Riyadh,20/12/2022 02:01,3,7,24.5,2.6,3,,
Riyadh,20/12/2022 03:01,1,10,38.5,7.9,1,,
Riyadh,20/12/2022 04:01,0,6,30.2,2.4,0,,
Riyadh,20/12/2022 05:01,0,8,31.6,1.7,0,,
Riyadh,20/12/2022 06:46,26,163,655.7,174.8,26,,
Riyadh,20/12/2022 07:46,56,324,1518.8,317.1,58,,
Riyadh,20/12/2022 08:01,58,267,1358.1,304.3,60,,
Riyadh,20/12/2022 09:01,41,151,727.6,194.2,47,,
Riyadh,20/12/2022 10:01,29,106,436.4,124.7,33,,
Riyadh,20/12/2022 11:01,20,105,323.4,98.8,23,,
Riyadh,20/12/2022 12:46,26,269,926.5,192.4,29,,
Riyadh,20/12/2022 13:46,34,226,1093.9,215.3,36,,
Riyadh,20/12/2022 14:46,40,241,1277.6,289,43,,
Riyadh,20/12/2022 15:46,43,264,1132.6,322.6,48,,
Riyadh,20/12/2022 16:46,55,360,1737,413,59,,
Riyadh,20/12/2022 17:31,58,348,1653.9,363.9,62,,
Riyadh,20/12/2022 18:01,54,344,1492,349.2,59,,
Riyadh,20/12/2022 19:01,42,201,913.6,225.3,49,,
Riyadh,20/12/2022 20:01,31,190,663.1,151.2,34,,
Riyadh,20/12/2022 21:01,27,165,580,123.7,28,,
Riyadh,20/12/2022 22:01,23,112,407.5,93.8,24,,
Riyadh,20/12/2022 23:01,18,58,187.2,69,12,,
Riyadh,21/12/2022 00:01,12,34,119.1,26.5,11,,
Riyadh,21/12/2022 01:01,6,17,66.4,16.9,7,,
Riyadh,21/12/2022 02:01,5,10,46.2,15.7,3,,
Riyadh,21/12/2022 03:01,2,9,47.4,11.4,1,,
Riyadh,21/12/2022 04:01,0,6,21.7,3,0,,
Riyadh,21/12/2022 05:01,0,7,31.3,3.9,0,,
Riyadh,21/12/2022 06:46,24,158,621.2,164.5,25,,
Riyadh,21/12/2022 07:46,52,264,1312.1,296.6,52,,
Riyadh,21/12/2022 08:01,52,223,1110.1,257.7,52,,
Riyadh,21/12/2022 09:01,33,113,480.1,146.8,34,,
Riyadh,21/12/2022 10:01,25,95,375.8,112,26,,
Riyadh,21/12/2022 11:46,20,120,424.3,130,23,,
Riyadh,21/12/2022 12:46,26,251,857.1,180.7,28,,
Riyadh,21/12/2022 13:16,30,236,945.2,197.4,33,,
Riyadh,21/12/2022 14:46,37,220,978.9,276,41,,
Riyadh,21/12/2022 15:46,42,251,1095.8,325.8,46,,
Riyadh,21/12/2022 16:46,55,369,1869.5,418.4,60,,
Riyadh,21/12/2022 17:31,59,356,1713.9,395.7,62,,
Riyadh,21/12/2022 18:01,54,365,1652.2,377.6,59,,
Riyadh,21/12/2022 19:01,41,195,798.7,206.1,48,,
Riyadh,21/12/2022 20:01,29,191,711.6,175.9,35,,
Riyadh,21/12/2022 21:01,27,171,627.9,121.8,29,,
Riyadh,21/12/2022 22:01,23,108,380.2,90.4,25,,
Riyadh,21/12/2022 23:01,17,66,219.3,50.9,11,,
Riyadh,22/12/2022 00:01,13,38,159.6,31.4,15,,
Riyadh,22/12/2022 01:01,8,30,104.3,18.6,12,,
Riyadh,22/12/2022 02:01,6,24,95.5,15.9,5,,
Riyadh,22/12/2022 03:01,3,15,43.6,7.1,3,,
Riyadh,22/12/2022 04:01,1,7,24.7,6.2,1,,
Riyadh,22/12/2022 05:01,0,7,21.1,5.2,0,,
Riyadh,22/12/2022 06:46,22,121,536.3,137.8,20,,
Riyadh,22/12/2022 07:46,41,192,1074.5,218.5,40,,
Riyadh,22/12/2022 08:01,39,157,869.9,180.1,39,,
Riyadh,22/12/2022 09:01,23,92,446.8,101.2,23,,
Riyadh,22/12/2022 10:01,18,99,351.6,109.4,19,,
Riyadh,22/12/2022 11:46,22,122,438,150.1,21,,
Riyadh,22/12/2022 12:16,25,172,613.8,156.1,26,,
Riyadh,22/12/2022 13:46,32,215,845.8,212.7,32,,
Riyadh,22/12/2022 14:46,43,266,1182.7,316.9,41,,
Riyadh,22/12/2022 15:01,46,250,1172.1,324.9,45,,
Riyadh,22/12/2022 16:46,56,408,1984.1,428.2,57,,
Riyadh,22/12/2022 17:31,59,346,1780,395.2,61,,
Riyadh,22/12/2022 18:01,54,329,1634.2,377,57,,
Riyadh,22/12/2022 19:01,45,241,974.7,270.7,49,,
Riyadh,22/12/2022 20:16,37,258,928.9,247.2,41,,
Riyadh,22/12/2022 21:01,36,230,860,220.1,41,,
Riyadh,22/12/2022 22:01,33,171,632.8,181.9,37,,
Riyadh,22/12/2022 23:01,26,122,437.3,116.8,30,,
Riyadh,23/12/2022 00:01,23,78,295.2,76.8,25,,
Riyadh,23/12/2022 01:01,17,62,206.2,41.5,18,,
Riyadh,23/12/2022 02:01,11,34,154.8,19.7,11,,
Riyadh,23/12/2022 03:01,7,34,122.7,12.6,7,,
Riyadh,23/12/2022 04:01,3,15,66.5,8.9,3,,
Riyadh,23/12/2022 05:01,1,9,40.9,4.3,1,,
Riyadh,23/12/2022 06:01,0,7,20.5,3.1,0,,
Riyadh,23/12/2022 07:01,0,11,40,3.8,0,,
Riyadh,23/12/2022 08:01,0,8,30.7,3.2,0,,
Riyadh,23/12/2022 09:46,1,8,35.1,3.7,0,,
Riyadh,23/12/2022 10:01,1,5,22.6,1.4,0,,
Riyadh,23/12/2022 11:01,0,11,53.5,3.1,0,,
Riyadh,23/12/2022 12:46,6,44,110.4,12.5,5,,
Riyadh,23/12/2022 13:46,7,72,236.9,44.1,6,,
Riyadh,23/12/2022 14:46,12,102,402.6,99.3,10,,
Riyadh,23/12/2022 15:01,13,89,337.8,95.9,13,,
Riyadh,23/12/2022 16:46,25,212,916.4,197.6,21,,
Riyadh,23/12/2022 17:01,26,221,929,187.3,22,,
Riyadh,23/12/2022 18:46,24,153,537.6,136,24,,
Riyadh,23/12/2022 19:01,24,137,489,131.1,24,,
Riyadh,23/12/2022 20:31,29,198,703.3,164,30,,
Riyadh,23/12/2022 21:01,28,159,569.8,137.8,28,,
Riyadh,23/12/2022 22:01,26,138,465.5,114.1,24,,
Riyadh,23/12/2022 23:01,23,89,302.9,79.4,23,,
Riyadh,24/12/2022 00:01,24,94,324.8,105.3,23,,
Riyadh,24/12/2022 01:01,18,62,244.2,49.8,17,,
Riyadh,24/12/2022 02:01,12,45,205.3,25.5,12,,
Riyadh,24/12/2022 03:01,7,25,80.1,11.8,7,,
Riyadh,24/12/2022 04:01,3,16,78.3,8,3,,
Riyadh,24/12/2022 05:01,2,6,27,5.7,1,,
Riyadh,24/12/2022 06:16,2,15,55.2,10.4,2,,
Riyadh,24/12/2022 07:01,2,12,46.6,8.5,2,,
Riyadh,24/12/2022 08:46,4,15,50.7,12.4,3,,
Riyadh,24/12/2022 09:46,7,34,108.3,18.6,7,,
Riyadh,24/12/2022 10:31,11,65,220.5,55.3,11,,
Riyadh,24/12/2022 11:46,12,85,399.7,71,11,,
Riyadh,24/12/2022 12:01,13,73,333.6,66.9,12,,
Riyadh,24/12/2022 13:46,12,55,211,66,12,,
Riyadh,24/12/2022 14:46,14,66,231.5,68.3,15,,
Riyadh,24/12/2022 15:46,18,132,418.8,150.4,22,,
Riyadh,24/12/2022 16:46,37,309,1270.1,299.6,40,,
Riyadh,24/12/2022 17:01,39,323,1305.8,297.5,43,,
Riyadh,24/12/2022 18:31,37,289,1098.8,254.8,41,,
Riyadh,24/12/2022 19:01,35,233,921,215,36,,
Riyadh,24/12/2022 20:01,31,229,844.3,193.3,31,,
Riyadh,24/12/2022 21:01,27,159,586.3,130.3,31,,
Riyadh,24/12/2022 22:01,22,113,359.1,85.2,28,,
Riyadh,24/12/2022 23:01,16,59,174.3,45.3,23,,
Riyadh,25/12/2022 00:01,11,31,90.7,18.3,17,,
Riyadh,25/12/2022 01:01,5,19,64,6,10,,
Riyadh,25/12/2022 02:01,3,10,31.1,6,5,,
Riyadh,25/12/2022 03:01,1,6,19,1.1,3,,
Riyadh,25/12/2022 04:01,0,5,14.5,2.5,1,,
Riyadh,25/12/2022 05:01,0,3,9.9,0.6,0,,
Riyadh,25/12/2022 06:46,25,168,687.2,170.2,6,,
Riyadh,25/12/2022 07:46,54,271,1307.2,309,15,,
Riyadh,25/12/2022 08:01,54,233,1168.1,279.4,16,,
Riyadh,25/12/2022 09:01,34,131,542.8,148.7,18,,
Riyadh,25/12/2022 10:01,23,94,352.8,102.5,18,,
Riyadh,25/12/2022 11:46,19,118,433,125.8,17,,
Riyadh,25/12/2022 12:46,23,226,759.2,151.6,17,,
Riyadh,25/12/2022 13:31,30,259,927.3,201.6,16,,
Riyadh,25/12/2022 14:46,37,218,936.2,270.5,26,,
Riyadh,25/12/2022 15:46,41,233,1014.7,306.3,33,,
Riyadh,25/12/2022 16:46,54,376,1727.2,416.4,57,,
Riyadh,25/12/2022 17:31,57,358,1609,375.4,70,,
Riyadh,25/12/2022 18:01,51,342,1440.2,320,71,,
Riyadh,25/12/2022 19:01,39,216,834.3,193,40,,
Riyadh,25/12/2022 20:01,27,188,644.6,124.3,15,,
Riyadh,25/12/2022 21:01,24,138,446.8,97,19,,
Riyadh,25/12/2022 22:01,20,103,344.9,69.4,22,,
Riyadh,25/12/2022 23:01,14,42,121.7,24.4,18,,
Riyadh,26/12/2022 00:01,10,26,77.1,7.4,10,,
Riyadh,26/12/2022 01:01,6,16,44.1,6.1,6,,
Riyadh,26/12/2022 02:01,3,12,50,4.9,3,,
Riyadh,26/12/2022 03:01,1,10,51,11.4,1,,
Riyadh,26/12/2022 04:01,1,8,36.6,6.3,0,,
Riyadh,26/12/2022 05:01,0,6,16.3,1.7,0,,
Riyadh,26/12/2022 06:46,26,162,664.6,183.7,23,,
Riyadh,26/12/2022 07:46,52,262,1262.7,278.9,52,,
Riyadh,26/12/2022 08:01,52,232,1091.7,257.7,54,,
Riyadh,26/12/2022 09:01,31,110,457.2,134.3,39,,
Riyadh,26/12/2022 10:01,22,98,394.2,103.1,28,,
Riyadh,26/12/2022 11:46,20,123,443.2,127.7,21,,
Riyadh,26/12/2022 12:46,24,230,807.1,156.3,24,,
Riyadh,26/12/2022 13:46,34,256,1053.4,233.8,34,,
Riyadh,26/12/2022 14:46,41,256,1129.4,299.2,43,,
Riyadh,26/12/2022 15:01,43,218,1057.8,300.4,50,,
Riyadh,26/12/2022 16:46,55,403,1913.9,435.8,62,,
Riyadh,26/12/2022 17:31,58,376,1652.4,402.5,63,,
Riyadh,26/12/2022 18:01,53,357,1513.9,344.6,59,,
Riyadh,26/12/2022 19:01,41,232,925.9,224.3,45,,
Riyadh,26/12/2022 20:01,31,192,726.7,152.5,32,,
Riyadh,26/12/2022 21:01,23,113,420.5,69.2,26,,
Riyadh,26/12/2022 22:01,16,61,187.9,43.8,22,,
Riyadh,26/12/2022 23:31,16,75,336.8,57.6,16,,
Riyadh,27/12/2022 00:01,12,35,132.8,21.6,10,,
Riyadh,27/12/2022 01:01,6,30,101.1,17.8,5,,
Riyadh,27/12/2022 02:01,4,18,55.2,14.3,3,,
Riyadh,27/12/2022 03:01,1,10,28.3,3.9,1,,
Riyadh,27/12/2022 04:01,0,6,30.7,7.5,0,,
Riyadh,27/12/2022 05:01,0,4,23.1,1.6,0,,
Riyadh,27/12/2022 06:46,24,174,651.6,172.8,26,,
Riyadh,27/12/2022 07:46,50,260,1165.1,287.3,56,,
Riyadh,27/12/2022 08:01,49,225,1009.5,252,58,,
Riyadh,27/12/2022 09:01,31,106,466.5,131.4,41,,
Riyadh,27/12/2022 10:01,24,107,445.2,123.1,29,,
Riyadh,27/12/2022 11:46,22,138,493.8,141.8,20,,
Riyadh,27/12/2022 12:16,26,175,660,174,26,,
Riyadh,27/12/2022 13:16,33,287,1111,230.4,34,,
Riyadh,27/12/2022 14:46,44,263,1464.8,316.3,40,,
Riyadh,27/12/2022 15:46,52,334,1706.9,398.6,43,,
Riyadh,27/12/2022 16:46,65,497,2449.5,513.8,55,,
Riyadh,27/12/2022 17:31,69,482,2474.8,492.8,58,,
Riyadh,27/12/2022 18:01,63,459,2188.8,443.3,54,,
Riyadh,27/12/2022 19:01,56,337,1574.5,339.1,42,,
Riyadh,27/12/2022 20:01,43,339,1287.4,281,31,,
Riyadh,27/12/2022 21:01,35,251,916.8,180,27,,
Riyadh,27/12/2022 22:01,28,165,586,132.8,23,,
Riyadh,27/12/2022 23:01,21,71,246.2,69.2,18,,
Riyadh,28/12/2022 00:01,13,35,106.9,27.5,12,,
Riyadh,28/12/2022 01:01,7,27,99.9,11.9,6,,
Riyadh,28/12/2022 02:01,4,13,47.3,5.1,5,,
Riyadh,28/12/2022 03:01,2,15,54.4,12.5,2,,
Riyadh,28/12/2022 04:01,0,8,29,3.2,0,,
Riyadh,28/12/2022 05:01,0,6,17.7,1.6,0,,
Riyadh,28/12/2022 06:46,24,158,593.4,158.1,24,,
Riyadh,28/12/2022 07:46,49,250,1190,265.9,52,,
Riyadh,28/12/2022 08:01,48,185,939,229.3,52,,
Riyadh,28/12/2022 09:01,30,104,438.4,131.1,33,,
Riyadh,28/12/2022 10:01,23,96,381.3,110.6,25,,
Riyadh,28/12/2022 11:46,24,164,599.8,161.8,20,,
Riyadh,28/12/2022 12:16,29,219,864.7,194.1,26,,
Riyadh,28/12/2022 13:31,35,259,989.6,238.4,30,,
Riyadh,28/12/2022 14:46,45,278,1341,325.1,37,,
Riyadh,28/12/2022 15:46,50,307,1478.5,378.1,42,,
Riyadh,28/12/2022 16:46,67,524,2617.9,541.3,55,,
Riyadh,28/12/2022 17:31,69,518,2562.2,507.7,59,,
Riyadh,28/12/2022 18:01,64,463,2177.2,445.5,54,,
Riyadh,28/12/2022 19:01,58,356,1631.1,364.6,41,,
Riyadh,28/12/2022 20:01,43,338,1312.7,289.8,29,,
Riyadh,28/12/2022 21:01,40,277,1120.1,222.9,27,,
Riyadh,28/12/2022 22:01,32,200,701.9,167.7,23,,
Riyadh,28/12/2022 23:01,23,108,351.1,87.9,17,,
Riyadh,29/12/2022 00:01,15,54,184.8,37.2,13,,
Riyadh,29/12/2022 01:01,7,27,95.6,7.7,8,,
Riyadh,29/12/2022 02:01,4,14,47.9,7.9,6,,
Riyadh,29/12/2022 03:01,2,10,36.4,7.9,3,,
Riyadh,29/12/2022 04:01,0,8,25.9,2.7,1,,
Riyadh,29/12/2022 05:01,0,6,17.8,4.6,0,,
Riyadh,29/12/2022 06:46,18,83,331.6,117.2,22,,
Riyadh,29/12/2022 07:46,31,127,550.8,155.8,41,,
Riyadh,29/12/2022 08:01,28,95,364.1,114.4,39,,
Riyadh,29/12/2022 09:46,16,73,235,87.6,23,,
Riyadh,29/12/2022 10:16,18,86,320.2,102.9,18,,
Riyadh,29/12/2022 11:46,23,149,596.8,163.6,22,,
Riyadh,29/12/2022 12:16,27,187,714,193.7,25,,
Riyadh,29/12/2022 13:46,34,227,910.5,241,32,,
Riyadh,29/12/2022 14:46,47,298,1457.4,360.9,43,,
Riyadh,29/12/2022 15:01,50,289,1416.4,360.1,46,,
Riyadh,29/12/2022 16:46,67,506,2554.8,536.6,56,,
Riyadh,29/12/2022 17:31,70,507,2623.4,512.8,59,,
Riyadh,29/12/2022 18:01,64,422,2141.9,443.8,54,,
Riyadh,29/12/2022 19:01,61,402,1923.8,409.9,45,,
Riyadh,29/12/2022 20:16,54,413,1765.7,383.6,37,,
Riyadh,29/12/2022 21:01,52,354,1494.4,341.4,36,,
Riyadh,29/12/2022 22:01,43,261,1066.4,245.9,33,,
Riyadh,29/12/2022 23:01,32,177,656.3,164.6,26,,
Riyadh,30/12/2022 00:01,27,106,379.5,110.5,23,,
Riyadh,30/12/2022 01:01,20,77,275.8,53.7,17,,
Riyadh,30/12/2022 02:01,13,52,204.5,25.3,11,,
Riyadh,30/12/2022 03:01,7,19,96.2,9.9,7,,
Riyadh,30/12/2022 04:01,3,12,73,6.3,3,,
Riyadh,30/12/2022 05:01,2,8,36.7,3.9,1,,
Riyadh,30/12/2022 06:01,0,9,23.4,3,0,,
Riyadh,30/12/2022 07:01,0,10,30.1,4.5,0,,
Riyadh,30/12/2022 08:01,0,10,32.1,2.3,0,,
Riyadh,30/12/2022 09:16,1,18,69.5,5.2,1,,
Riyadh,30/12/2022 10:46,4,19,70,10.1,1,,
Riyadh,30/12/2022 11:31,8,22,110.5,16.1,0,,
Riyadh,30/12/2022 12:46,17,94,309.4,49.4,6,,
Riyadh,30/12/2022 13:46,30,138,559,205.8,7,,
Riyadh,30/12/2022 14:46,43,214,867.1,283.2,12,,
Riyadh,30/12/2022 15:46,48,243,971.4,340.7,13,,
Riyadh,30/12/2022 16:46,64,411,1747.6,512,25,,
Riyadh,30/12/2022 17:01,65,392,1659.7,476.2,26,,
Riyadh,30/12/2022 18:01,53,239,966.8,328.3,24,,
Riyadh,30/12/2022 19:01,47,224,942.3,278.1,24,,
Riyadh,30/12/2022 20:16,42,208,793.6,254.1,29,,
Riyadh,30/12/2022 21:01,40,173,624,242.8,28,,
Riyadh,30/12/2022 22:01,34,134,454,162.7,26,,
Riyadh,30/12/2022 23:01,33,113,377.1,161.4,23,,
Riyadh,31/12/2022 00:01,30,79,296.9,105.7,24,,
Riyadh,31/12/2022 01:01,21,59,220.5,39.8,18,,
Riyadh,31/12/2022 02:01,13,24,126.1,15,12,,
Riyadh,31/12/2022 03:01,9,22,119.8,15,7,,
Riyadh,31/12/2022 04:01,6,14,75.3,5.9,3,,
Riyadh,31/12/2022 05:01,4,9,48.7,13.3,2,,
Riyadh,31/12/2022 06:16,4,10,43.9,21.6,2,,
Riyadh,31/12/2022 07:01,3,18,61.2,16,2,,
Riyadh,31/12/2022 08:01,4,17,61.3,7,4,,
Riyadh,31/12/2022 09:46,7,30,106.5,14.1,7,,
Riyadh,31/12/2022 10:46,12,62,230.9,58.4,11,,
Riyadh,31/12/2022 11:01,13,70,280.8,65,12,,
Riyadh,31/12/2022 12:01,13,94,369.2,65.7,13,,
Riyadh,31/12/2022 13:46,16,102,410.3,91.5,12,,
Riyadh,31/12/2022 14:46,21,127,471.5,131.6,14,,
Riyadh,31/12/2022 15:46,23,182,666.7,175,18,,
Riyadh,31/12/2022 16:46,41,358,1460.3,331.5,37,,
Riyadh,31/12/2022 17:31,46,358,1531.6,330.2,39,,
Riyadh,31/12/2022 18:46,48,345,1547.6,330.8,37,,
Riyadh,31/12/2022 19:01,47,310,1422,295.8,35,,
Riyadh,31/12/2022 20:01,41,304,1223.4,254.8,31,,
Riyadh,31/12/2022 21:01,37,257,982.1,206.9,27,,
Riyadh,31/12/2022 22:01,30,137,549.1,129.9,22,,
Riyadh,31/12/2022 23:01,23,124,447.3,87.7,16,,
Riyadh,01/01/2023 00:31,19,95,376.7,69.3,11,,
Riyadh,01/01/2023 01:01,17,42,196.7,35.6,5,,
Riyadh,01/01/2023 02:01,9,29,127.9,13.4,3,,
Riyadh,01/01/2023 03:01,5,16,77.6,6.7,1,,
Riyadh,01/01/2023 04:01,2,8,35.8,3.5,0,,
Riyadh,01/01/2023 05:01,2,9,42.6,5.8,0,,
Riyadh,01/01/2023 06:46,25,136,538.6,173.7,25,,
Riyadh,01/01/2023 07:46,49,255,1170.2,278.5,54,,
Riyadh,01/01/2023 08:01,48,217,990.4,243.6,54,,
Riyadh,01/01/2023 09:16,33,123,485,173.5,34,,
Riyadh,01/01/2023 10:01,25,105,381.7,132.5,23,,
Riyadh,01/01/2023 11:01,21,97,307.3,103,19,,
Riyadh,01/01/2023 12:16,23,169,555,147.8,23,,
Riyadh,01/01/2023 13:46,29,238,847.4,189.9,30,,
Riyadh,01/01/2023 14:46,37,255,1040,291.5,37,,
Riyadh,01/01/2023 15:01,41,255,1049,312.3,41,,
Riyadh,01/01/2023 16:46,56,416,2086.3,420.8,54,,
Riyadh,01/01/2023 17:31,64,462,2259.6,470.3,57,,
Riyadh,01/01/2023 18:01,58,396,1806.7,379.5,51,,
Riyadh,01/01/2023 19:01,47,288,1235.9,267.9,39,,
Riyadh,01/01/2023 20:16,35,253,1028.1,190.6,27,,
Riyadh,01/01/2023 21:01,31,198,762.9,141.5,24,,
Riyadh,01/01/2023 22:01,25,129,473.8,110.3,20,,
Riyadh,01/01/2023 23:01,17,69,238.1,41.2,14,,
Riyadh,02/01/2023 00:01,11,25,85.8,15.4,10,,
Riyadh,02/01/2023 01:01,6,13,45.5,7,6,,
Riyadh,02/01/2023 02:01,3,12,39.2,3.7,3,,
Riyadh,02/01/2023 03:01,3,17,60.9,7.6,1,,
Riyadh,02/01/2023 04:01,1,7,18.9,2.6,1,,
Riyadh,02/01/2023 05:01,0,6,27.2,1.7,0,,
Riyadh,02/01/2023 06:46,34,172,850.5,269,26,,
Riyadh,02/01/2023 07:46,76,413,2310.7,484.7,52,,
Riyadh,02/01/2023 08:16,82,344,2026.5,452.1,52,,
Riyadh,02/01/2023 09:01,70,267,1280.7,347.1,31,,
Riyadh,02/01/2023 10:01,45,168,715.6,200.7,22,,
Riyadh,02/01/2023 11:01,25,121,382.6,104.9,20,,
Riyadh,02/01/2023 12:46,26,248,820.3,179.1,24,,
Riyadh,02/01/2023 13:46,48,371,1512.3,365.1,34,,
Riyadh,02/01/2023 14:46,69,464,2299,540,41,,
Riyadh,02/01/2023 15:46,81,530,2891.8,647.6,43,,
Riyadh,02/01/2023 16:46,98,767,4410.2,773.6,55,,
Riyadh,02/01/2023 17:16,99,757,4493.8,761.2,58,,
Riyadh,02/01/2023 18:01,88,586,3163,587.4,53,,
Riyadh,02/01/2023 19:01,69,415,2098.3,413.2,41,,
Riyadh,02/01/2023 20:01,48,267,1072.4,250.7,31,,
Riyadh,02/01/2023 21:01,36,195,683.4,158.6,23,,
Riyadh,02/01/2023 22:31,32,115,404.8,167.5,16,,
Riyadh,02/01/2023 23:01,30,80,274.9,120,16,,
Riyadh,03/01/2023 00:01,21,56,183.7,37.5,12,,
Riyadh,03/01/2023 01:01,11,24,80.8,11.5,6,,
Riyadh,03/01/2023 02:01,6,17,47.8,4.5,4,,
Riyadh,03/01/2023 03:01,4,7,22.6,2,1,,
